Data/Hora;Baixa pressão [psi];Temperatura de evaporação [°C];Temp. da linha de sucção [°C];Superaquecimento [K];Alta pressão [psi];Temperatura de condensação [°C];Temp. da linha do líquido [°C];Sub-resfriamento [K];;
10/05/2022 11:13;"27,3";"-21,7";10;"31,7";"239,2";38;"35,9";"2,1";1;
10/05/2022 11:13;"27,3";"-21,7";"9,9";"31,7";"239,2";38;"35,8";"2,1";1;
10/05/2022 11:13;"27,3";"-21,7";"9,9";"31,7";"239,2";38;"35,8";"2,1";1;
10/05/2022 11:13;"27,3";"-21,7";"9,8";"31,6";239;38;"35,8";"2,1";1;
10/05/2022 11:13;"27,4";"-21,6";"9,8";"31,5";239;38;"35,8";"2,2";1;
10/05/2022 11:13;"27,6";"-21,6";"9,7";"31,3";"239,2";38;"35,8";"2,2";1;
10/05/2022 11:13;"27,7";"-21,5";"9,7";"31,2";"239,2";38;"35,8";"2,2";1;
10/05/2022 11:13;"27,7";"-21,5";"9,6";"31,1";"239,3";38;"35,8";"2,2";1;
10/05/2022 11:13;"27,8";"-21,4";"9,6";31;"239,3";38;"35,8";"2,2";1;
10/05/2022 11:13;"27,8";"-21,4";"9,6";31;"239,3";38;"35,8";"2,2";1;
10/05/2022 11:13;28;"-21,3";"9,5";"30,8";"239,6";"38,1";"35,8";"2,3";1;
10/05/2022 11:13;"28,1";"-21,2";"9,5";"30,7";"239,7";"38,1";"35,8";"2,3";1;
10/05/2022 11:13;"28,3";"-21,1";"9,4";"30,5";"239,9";"38,1";"35,8";"2,3";1;
10/05/2022 11:13;"28,4";-21;"9,4";"30,4";"240,2";"38,2";"35,8";"2,4";1;
10/05/2022 11:13;"28,6";"-20,9";"9,3";"30,2";"240,3";"38,2";"35,8";"2,4";1;
10/05/2022 11:13;"28,6";"-20,9";"9,3";"30,2";"240,3";"38,2";"35,8";"2,4";1;
10/05/2022 11:14;"28,6";"-20,9";"9,3";"30,2";"240,5";"38,2";"35,8";"2,4";1;
10/05/2022 11:14;"28,7";"-20,8";"9,2";30;"240,6";"38,2";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";"9,2";30;"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";"9,1";"29,9";"240,9";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";"9,1";"29,9";"241,1";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";9;"29,8";"241,1";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";9;"29,8";"241,1";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";9;"29,8";"241,2";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,7";"-20,8";"8,9";"29,7";"241,2";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,9";"29,8";"241,2";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,8";"29,7";"241,3";"38,3";"35,8";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,8";"29,7";"241,3";"38,3";"35,9";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,8";"29,7";"241,3";"38,3";"35,9";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,7";"29,6";"241,3";"38,3";"35,9";"2,5";1;
10/05/2022 11:14;"28,6";"-20,9";"8,6";"29,6";"241,3";"38,3";"35,9";"2,5";1;
10/05/2022 11:14;"28,4";-21;"8,6";"29,6";"241,3";"38,3";"35,9";"2,5";1;
10/05/2022 11:14;"28,4";-21;"8,5";"29,6";"241,3";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,4";-21;"8,5";"29,5";"241,3";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,3";"-21,1";"8,4";"29,5";"241,2";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,3";"-21,1";"8,4";"29,5";"241,2";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,3";"-21,1";"8,4";"29,5";"241,2";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,1";"-21,2";"8,3";"29,5";"241,2";"38,3";"35,9";"2,4";1;
10/05/2022 11:14;"28,1";"-21,2";"8,3";"29,5";"241,1";"38,3";36;"2,3";1;
10/05/2022 11:14;28;"-21,3";"8,2";"29,5";"241,1";"38,3";36;"2,3";1;
10/05/2022 11:14;"27,8";"-21,4";"8,2";"29,5";"240,9";"38,3";36;"2,3";1;
10/05/2022 11:14;"27,7";"-21,5";"8,1";"29,6";"240,8";"38,2";36;"2,3";1;
10/05/2022 11:14;"27,7";"-21,5";"8,1";"29,6";"240,8";"38,2";36;"2,3";1;
10/05/2022 11:14;"27,4";"-21,6";"8,1";"29,7";"240,5";"38,2";36;"2,2";1;
10/05/2022 11:14;"27,3";"-21,7";8;"29,7";"240,3";"38,2";36;"2,2";1;
10/05/2022 11:14;"27,1";"-21,8";"7,9";"29,8";"240,2";"38,2";36;"2,2";1;
10/05/2022 11:14;27;"-21,9";"7,9";"29,8";"239,9";"38,1";36;"2,1";1;
10/05/2022 11:14;27;"-21,9";"7,8";"29,8";"239,7";"38,1";36;"2,1";1;
10/05/2022 11:14;27;"-21,9";"7,8";"29,8";"239,7";"38,1";36;"2,1";1;
10/05/2022 11:14;"26,8";-22;"7,8";"29,8";"239,6";"38,1";"35,9";"2,1";1;
10/05/2022 11:14;"26,8";-22;"7,7";"29,7";"239,5";38;"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,7";"29,8";"239,3";38;"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,6";"29,7";"239,2";38;"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,6";"29,7";239;38;"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,6";"29,7";239;38;"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,5";"29,6";"238,7";"37,9";"35,9";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,4";"29,6";"238,7";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,4";"29,5";"238,6";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,3";"29,5";"238,4";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,3";"29,4";"238,4";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,7";"-22,1";"7,3";"29,4";"238,4";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,8";-22;"7,2";"29,3";"238,4";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;"26,8";-22;"7,2";"29,2";"238,4";"37,9";"35,8";"2,1";1;
10/05/2022 11:14;27;"-21,9";"7,1";"29,1";"238,6";"37,9";"35,7";"2,2";1;
10/05/2022 11:14;"27,1";"-21,8";"7,1";"28,9";"238,6";"37,9";"35,7";"2,2";1;
10/05/2022 11:14;"27,3";"-21,7";7;"28,8";"238,7";"37,9";"35,7";"2,2";1;
10/05/2022 11:14;"27,3";"-21,7";7;"28,8";"238,7";"37,9";"35,7";"2,2";1;
10/05/2022 11:14;"27,4";"-21,6";7;"28,6";"238,9";"37,9";"35,7";"2,2";1;
10/05/2022 11:14;"27,6";"-21,6";"6,9";"28,5";"239,2";38;"35,7";"2,3";1;
10/05/2022 11:14;"27,7";"-21,5";"6,9";"28,3";"239,3";38;"35,7";"2,3";1;
10/05/2022 11:14;"27,8";"-21,4";"6,8";"28,2";"239,5";38;"35,7";"2,3";1;
10/05/2022 11:14;"27,8";"-21,4";"6,7";"28,1";"239,7";"38,1";"35,7";"2,4";1;
10/05/2022 11:14;"27,8";"-21,4";"6,7";"28,1";"239,7";"38,1";"35,7";"2,4";1;
10/05/2022 11:14;28;"-21,3";"6,7";28;"239,9";"38,1";"35,7";"2,4";1;
10/05/2022 11:14;28;"-21,3";"6,6";"27,9";"240,2";"38,2";"35,7";"2,4";1;
10/05/2022 11:14;28;"-21,3";"6,6";"27,8";"240,3";"38,2";"35,7";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,5";"27,8";"240,5";"38,2";"35,7";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,5";"27,8";"240,5";"38,2";"35,7";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,5";"27,8";"240,5";"38,2";"35,7";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,4";"27,7";"240,6";"38,2";"35,7";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,4";"27,6";"240,6";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,3";"27,6";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,2";"27,5";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,2";"27,5";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,2";"27,5";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;28;"-21,3";"6,1";"27,4";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;"27,8";"-21,4";"6,1";"27,5";"240,8";"38,2";"35,8";"2,5";1;
10/05/2022 11:15;"27,8";"-21,4";6;"27,4";"240,9";"38,3";"35,8";"2,5";1;
10/05/2022 11:15;"27,8";"-21,4";6;"27,4";"240,8";"38,2";"35,8";"2,4";1;
10/05/2022 11:15;"27,8";"-21,4";"5,9";"27,3";"240,8";"38,2";"35,8";"2,4";1;
10/05/2022 11:15;"27,8";"-21,4";"5,9";"27,3";"240,8";"38,2";"35,8";"2,4";1;
10/05/2022 11:15;"27,8";"-21,4";"5,9";"27,3";"240,8";"38,2";"35,8";"2,4";1;
10/05/2022 11:15;"27,8";"-21,4";"5,8";"27,2";"240,8";"38,2";"35,9";"2,4";1;
10/05/2022 11:15;"27,7";"-21,5";"5,8";"27,2";"240,8";"38,2";"35,9";"2,4";1;
10/05/2022 11:15;"27,7";"-21,5";"5,7";"27,2";"240,8";"38,2";"35,9";"2,4";1;
10/05/2022 11:15;"27,7";"-21,5";"5,7";"27,2";"240,8";"38,2";"35,9";"2,4";1;
10/05/2022 11:15;"27,6";"-21,6";"5,6";"27,2";"240,6";"38,2";"35,9";"2,3";1;
10/05/2022 11:15;"27,6";"-21,6";"5,6";"27,2";"240,6";"38,2";"35,9";"2,3";1;
10/05/2022 11:15;"27,4";"-21,6";"5,6";"27,2";"240,5";"38,2";"35,9";"2,3";1;
10/05/2022 11:15;"27,3";"-21,7";"5,5";"27,3";"240,5";"38,2";"35,9";"2,3";1;
10/05/2022 11:15;"27,1";"-21,8";"5,5";"27,3";"240,3";"38,2";"35,9";"2,3";1;
10/05/2022 11:15;27;"-21,9";"5,4";"27,4";"240,2";"38,2";"35,9";"2,2";1;
10/05/2022 11:15;"26,8";-22;"5,4";"27,4";"239,9";"38,1";"35,9";"2,2";1;
10/05/2022 11:15;"26,7";"-22,1";"5,3";"27,4";"239,7";"38,1";"35,9";"2,2";1;
10/05/2022 11:15;"26,7";"-22,1";"5,3";"27,4";"239,7";"38,1";"35,9";"2,2";1;
10/05/2022 11:15;"26,5";"-22,2";"5,3";"27,5";"239,6";"38,1";"35,9";"2,1";1;
10/05/2022 11:15;"26,4";"-22,3";"5,2";"27,5";"239,5";38;"35,9";"2,1";1;
10/05/2022 11:15;"26,3";"-22,4";"5,2";"27,6";"239,2";38;"35,9";"2,1";1;
10/05/2022 11:15;"26,3";"-22,4";"5,1";"27,5";239;38;"35,9";"2,1";1;
10/05/2022 11:15;"26,1";"-22,5";"5,1";"27,6";"238,9";"37,9";"35,9";"2,1";1;
10/05/2022 11:15;"26,1";"-22,5";"5,1";"27,6";"238,9";"37,9";"35,9";"2,1";1;
10/05/2022 11:15;"26,1";"-22,5";5;"27,5";"238,7";"37,9";"35,9";"2,1";1;
10/05/2022 11:15;"26,1";"-22,5";5;"27,5";"238,6";"37,9";"35,8";"2,1";1;
10/05/2022 11:15;26;"-22,6";"4,9";"27,5";"238,4";"37,9";"35,8";2;1;
10/05/2022 11:15;26;"-22,6";"4,9";"27,5";"238,3";"37,8";"35,8";2;1;
10/05/2022 11:15;26;"-22,6";"4,8";"27,4";"238,2";"37,8";"35,8";2;1;
10/05/2022 11:15;26;"-22,6";"4,8";"27,4";"238,2";"37,8";"35,8";2;1;
10/05/2022 11:15;26;"-22,6";"4,8";"27,4";"238,2";"37,8";"35,8";"2,1";1;
10/05/2022 11:15;26;"-22,6";"4,7";"27,3";238;"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,1";"-22,5";"4,7";"27,2";238;"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,3";"-22,4";"4,6";27;238;"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,3";"-22,4";"4,6";27;238;"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,4";"-22,3";"4,6";"26,9";"238,2";"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,4";"-22,3";"4,5";"26,8";"238,2";"37,8";"35,7";"2,1";1;
10/05/2022 11:15;"26,5";"-22,2";"4,5";"26,7";"238,3";"37,8";"35,7";"2,2";1;
10/05/2022 11:15;"26,7";"-22,1";"4,4";"26,5";"238,4";"37,9";"35,7";"2,2";1;
10/05/2022 11:15;"26,8";-22;"4,4";"26,4";"238,6";"37,9";"35,7";"2,2";1;
10/05/2022 11:15;"26,8";-22;"4,4";"26,4";"238,6";"37,9";"35,7";"2,2";1;
10/05/2022 11:15;27;"-21,9";"4,3";"26,2";"238,7";"37,9";"35,7";"2,3";1;
10/05/2022 11:15;"27,1";"-21,8";"4,3";"26,1";"238,9";"37,9";"35,7";"2,3";1;
10/05/2022 11:15;"27,1";"-21,8";"4,2";"26,1";239;38;"35,7";"2,3";1;
10/05/2022 11:15;"27,3";"-21,7";"4,2";"25,9";"239,3";38;"35,7";"2,3";1;
10/05/2022 11:15;"27,3";"-21,7";"4,1";"25,9";"239,5";38;"35,7";"2,4";1;
10/05/2022 11:15;"27,4";"-21,6";"4,1";"25,7";"239,6";"38,1";"35,7";"2,4";1;
10/05/2022 11:15;"27,4";"-21,6";"4,1";"25,7";"239,6";"38,1";"35,7";"2,4";1;
;;;;;;;;;;
< Informações gerais >;;;;;;;;;;
Versão do app;Nome programa de medição;Ciclo de medição;Comentário;;;;;;;
V 14.41.6.58442;Refrigeration / Target Superheat;10/05/2022 11:15;;;;;;;;
;;;;;;;;;;
< Empresa >;;;;;;;;;;
Cidade;Cidade;Dados dos clientes;Endereço de e-mail;Nome;Nome do técnico;Tel.;Fax;Endereço do website;Rua;
;;;;;;;;;;
;;;;;;;;;;
< Cliente >;;;;;;;;;;
Cidade;Cidade;Dados dos clientes;Endereço de e-mail;Nome;Nome do técnico;Tel.;Fax;Endereço do website;Rua;
;;;;;;;;;;
;;;;;;;;;;
< Aparelhos >;;;;;;;;;;
Nome;Número de série;Versão do firmware;Grandezas de medida;;;;;;;
testo 557;48128642;V 1.19.0;Temperatura 1;;;;;;;
testo 557;48128642;V 1.19.0;Temperatura 2;;;;;;;
testo 557;48128642;V 1.19.0;Pressão baixa;;;;;;;
testo 557;48128642;V 1.19.0;Alta pressão;;;;;;;
testo 557;48128642;V 1.19.0;Temperatura de evaporação;;;;;;;
testo 557;48128642;V 1.19.0;Temperatura de condensação;;;;;;;
testo 557;48128642;V 1.19.0;Superaquecimento;;;;;;;
testo 557;48128642;V 1.19.0;Sub-resfriamento;;;;;;;
;;;;;;;;;;
< Ponto de medição >;;;;;;;;;;
Nome;Número do sistema;Tipo do sistema;Fabricante do sistema;N.º de série do sistema;Data de fabrico;Notas;;;;
;;;;;;;;;;
;;;;;;;;;;
< Parâmetros de medicao >;;;;;;;;;;
Ciclo de medição;Temp. da linha de sucção;Temp. da linha do líquido;Baixa pressão;Alta pressão;Tipo de pressão;Pressão ambiente;Fluído refrigerante;Início tempo;Fim tempo;Duração
1 Seg;testo 557 (48128642);testo 557 (48128642);testo 557 (48128642);testo 557 (48128642);Relativo;"928,000 hPa";R404A;10/05/2022 11:04;10/05/2022 11:15;0 d 0 H 11 Mín. 5 Seg
;;;;;;;;;;
< Imagens >;;;;;;;;;;
Nome;;;;;;;;;;
